"id","url","title","description","contact name","contact email","alternate contact name","alternate contact email","contact form url"
"231","https://www.cesa.edu.co/estudiantes/electivas-externas/","","","","","","",""
"232","https://www.javeriana.edu.co/home","","","","","","",""
"233","https://investigaciones.uniandes.edu.co/informacion/profesores/","","","","","","",""
